set_number,set_name,year_released,number_of_parts,theme_name
1331-1,Red/Blue Bricks,1985,88,Technic
1332-1,Red/Blue Beams,1985,18,Technic
1333-1,Red/Blue Beams,1985,20,Technic
1334-1,Motors (4.5V),1985,2,Technic
1335-1,Battery Boxes (4.5v),1985,2,Technic
1336-1,Pole Reverser Switches for Battery Box,1985,2,Technic
1337-1,Connecting Leads,1985,18,Technic
1339-1,Technic Parts,1987,20,Technic
1342-1,Electric Switches and Tiles,1986,7,Technic
1343-1,Optosensors (4.5V) and Discs,1986,4,Technic
1345-1,"Pinions, Connectors, and Axles",1986,52,Technic
1346-1,Touch Sensors,1987,2,Technic
2000708-1,Machines & Mechanisms Replacement Pack 1,2015,60,Technic
2000709-1,Machines & Mechanisms Replacement Pack 2,2015,42,Technic
5003101-1,Conveyor Belt Links Pack,2014,50,Technic
5003102-1,Yellow Bands,2014,20,Technic
5003104-1,Medium Pulley Wheels,2014,50,Technic
5003105-1,Lift Arms,2014,50,Technic
5003106-1,Lever Arms,2014,50,Technic
5003107-1,Large Tires with Hubs,2014,4,Technic
5003108-1,Pneumatic T-Pieces,2014,25,Technic
5003109-1,Red Bands,2014,20,Technic
5003110-1,Linear Actuator,2014,2,Technic
5003111-1,Air Storage Tanks,2014,2,Technic
5003112-1,5.5M Cross Axles,2014,50,Technic
5003113-1,9M Cross Axles,2014,50,Technic
5003114-1,Specialty Connector Pegs,2014,50,Technic
5003115-1,3M Connector Pegs w/ Friction Ridge (Blue),2014,100,Technic
5003116-1,Levers and Half Beams,2014,25,Technic
5003117-1,Technic Specialty Beams,2014,25,Technic
5003118-1,Connector Pegs with Friction Ridge and Cross Axle,2014,100,Technic
5003119-1,1/2 Bushings,2014,100,Technic
5003120-1,Bushings,2014,100,Technic
5003121-1,Connector Pegs,2014,100,Technic
5003122-1,Connector Pegs with Friction Ridge (Black),2014,100,Technic
5003123-1,Connector Pegs with Cross Axle,2014,100,Technic
5003124-1,Connector Pegs with Knobs,2014,100,Technic
5003125-1,1-1/2M Connector Pegs,2014,100,Technic
5003126-1,2M Cross Axles with Grooves,2014,100,Technic
5003127-1,3M Cross Axles,2014,100,Technic
5003128-1,Cross Axles with Knobs,2014,100,Technic
5003129-1,4M Cross Axles,2014,50,Technic
5003130-1,5M Cross Axles,2014,50,Technic
5003131-1,6M Cross Axles,2014,50,Technic
5003132-1,8M Cross Axles,2014,50,Technic
5003133-1,10M Cross Axles,2014,50,Technic
5003134-1,12M Cross Axles,2014,50,Technic
5003135-1,Axle Extenders,2014,50,Technic
5003136-1,Catches,2014,50,Technic
5003137-1,8 Tooth Spur Gears,2014,100,Technic
5003138-1,16 Tooth Gears,2014,50,Technic
5003139-1,20 Tooth Double Conical Wheels,2014,25,Technic
5003141-1,24 Tooth Gears,2014,50,Technic
5003143-1,40 Tooth Gears,2014,25,Technic
5003144-1,Cross Blocks,2014,50,Technic
5003145-1,Catches with Cross Holes,2014,50,Technic
5003147-1,1x2 Technic Bricks,2014,50,Technic
5003148-1,Gear Casings,2014,10,Technic
5003149-1,Bobbins,2014,25,Technic
5003150-1,Chain Links,2014,100,Technic
5003152-1,O Rings and Pulley Wheels,2014,50,Technic
5003153-1,Assorted Tire Pack,2014,8,Technic
5003154-1,12 Tooth Black Double Conical Wheels,2014,25,Technic
5003155-1,7M Cross Axles,2014,50,Technic
5003156-1,Turntables,2014,2,Technic
5003157-1,Small Wide Tires and Hubs,2014,16,Technic
5003158-1,Technic Triangles,2014,25,Technic
5003159-1,Cam Wheels,2014,25,Technic
5003160-1,2 Stud Axles with Grooves (Red),2014,100,Technic
5003161-1,2M Friction Snaps with Cross Hole (Red),2014,100,Technic
5003162-1,Track and Sprockets,2014,110,Technic
5003163-1,Studless Technic Beams,2014,35,Technic
5003164-1,Technic Angle Beams,2014,30,Technic
5003165-1,Technic Beams with Snaps,2014,30,Technic
5003166-1,Technic Crossblocks,2014,30,Technic
5003167-1,Tracks,2014,120,Technic
5003168-1,Sprockets,2014,22,Technic
5003170-1,1x2 Angled Roof Tiles,2014,100,Technic
5003173-1,White Plates,2014,35,Technic
5003175-1,Specialty Red Bricks Pack,2014,30,Technic
5003176-1,Technic 1x16 Red Bricks,2014,10,Technic
5003177-1,Technic Misc Red Bricks,2014,20,Technic
5003179-1,Simple Machines Yellow Assortment Pack,2012,35,Technic
5003181-1,4M Axles with Stop,2014,100,Technic
5003182-1,Simple and Motorized Mechanisms Blue Beams Pack,2014,20,Technic
5003183-1,Simple and Motorized Mechanisms 1x16 Blue Beams Pack,2014,10,Technic
5003184-1,Simple and Motorized Mechanisms 1x12 Blue Beams Pack,2014,10,Technic
5003185-1,Simple and Motorized Mechanisms White Elements Pack,2014,25,Technic
5003186-1,Simple and Motorized Mechanisms Blue Plates Pack,2014,25,Technic
5003187-1,Simple and Motorized Mechanisms White Beams Pack,2014,25,Technic
5003188-1,Simple and Motorized Mechanisms Blue Angle Beams Pack,2014,15,Technic
5003189-1,3M Connector Pegs,2014,100,Technic
5003190-1,Simple and Motorized Mechanisms Misc Gear Assortment Pack,2014,25,Technic
5003191-1,Simple and Motorized Mechanisms Tires and Hubs,2014,25,Technic
5003192-1,Simple and Motorized Mechanisms Misc Connectors,2014,45,Technic
5003193-1,Simple and Motorized Mechanisms 2M Cross Axles,2014,100,Technic
5003194-1,Simple and Motorized Mechanisms White Band Pack,2014,20,Technic
5003195-1,Simple and Motorized Mechanisms Misc String,2014,1,Technic
5003197-1,Technic Connectors,2014,146,Technic
5003198-1,Technic Plates and Bricks,2014,52,Technic
5003199-1,TECHNIC Beams,2014,37,Technic
5003200-1,Technic Connectors,2014,268,Technic
5003201-1,Technic Gears,2014,43,Technic
5003202-1,"Wheels, Tires, and Axles",2014,84,Technic
5003203-1,Half Bushings (Yellow),2013,100,Technic
5003205-1,Shock Absorbers,2013,10,Technic
5003206-1,Bricks with Cross Hole,2013,50,Technic
5003207-1,1x4 Gray Technic Bricks,2013,30,Technic
5003208-1,1x6 Gray Technic Bricks,2013,30,Technic
5003209-1,1x8 Gray Technic Bricks,2013,20,Technic
5003210-1,1x10 Gray Technic Bricks,2013,20,Technic
5003211-1,1x12 Gray Technic Bricks,2013,10,Technic
5003212-1,1x16 Gray Technic Bricks,2013,10,Technic
5003213-1,Universal Joints,2013,10,Technic
5003216-1,Technic Tank Treads,2013,6,Technic
5003217-1,Balloon Tires,2013,8,Technic
5003218-1,Technic Angular Wheels,2013,25,Technic
5003220-1,Gray Plates,2013,50,Technic
5003222-1,Technic Beam Frames,2013,10,Technic
5003233-1,Technic Pin Connector Hub with 2 Pins,2014,50,Technic
5003234-1,Rubber Technic Axle Connectors,2014,50,Technic
5003236-1,EV3 3M Technic Colors,2014,50,Technic
5003237-1,EV3 Left & Right Panels,2014,16,Technic
5003238-1,EV3 Technic Angle Beams,2014,40,Technic
5003239-1,EV3 20 Tooth Double Conical Wheels,2014,25,Technic
5003240-1,EV3 Small Turntables,2014,10,Technic
5003241-1,EV3 Robot Educator Special Elements,2014,40,Technic
5003242-1,EV3 Technic Special Elements,2014,30,Technic
5003243-1,EV3 Technic Axles Connectors,2014,25,Technic
5003244-1,EV3 Tire Parts Pack,2014,8,Technic
5003245-1,EV3 Technic Ball Pivots,2014,4,Technic
5004092-1,Pneumatics,2014,24,Technic
970010-1,Hubs Gray (Pack of 50),2002,50,Technic
970017-1,14-Tooth Beveled Gears (Pack of 100),2002,100,Technic
970018-1,Gray Pulley Wheel (Pack of 50),2008,50,Technic
970028-1,Shock Absorber (Pack of 10),2002,10,Technic
970030-1,Lift Arm (Pack of 50),2002,50,Technic
970039-1,Lever Arm (Pack of 50),2002,50,Technic
970041-1,128 MM Connecting Leads (Pack of 3),2002,3,Technic
970042-1,Piston Rod (Pack of 75),2002,75,Technic
970043-1,Small Half Beam (Pack of 100),2002,100,Technic
970110-1,Pneumatic T-Pieces (Pack of 25),2002,25,Technic
970115-1,1280 mm Connecting Leads (Pack of 3),2002,3,Technic
970116-1,12 Tooth Double Bevel Gears (Pack of 25),2002,25,Technic
970117-1,Pneumatic Hand Pump (Pack of 2),2002,2,Technic
970118-1,Pneumatic Cylinder (Set of 2 small),2002,2,Technic
970119-1,Pneumatic Tubing Service Pack,2002,2,Technic
970601-1,Small Pulleys (Pack of 100),2002,100,Technic
970602-1,Bushings (Pack of 100),2002,100,Technic
970603-1,Connector Pegs (Pack of 100),2002,100,Technic
970604-1,Friction Connector Pegs (Pack of 100),2002,100,Technic
970605-1,Long Black Connector Pegs (Pack of 100),2002,100,Technic
970606-1,Connector Pegs with Axles (Pack of 100),2002,100,Technic
970607-1,Connector Pegs with Knobs (Pack of 100),2002,100,Technic
970608-1,Connector Pegs (Pack of 100),2002,100,Technic
970609-1,2-Stud Axles with Grooves (Pack of 100),2002,100,Technic
970610-1,3-Stud Axles (Pack of 100),2002,100,Technic
970611-1,Cross Axles with Knobs (Pack of 100),2002,100,Technic
970612-1,4-Stud Axles (Pack of 50),2002,50,Technic
970613-1,5-Stud Axles (Pack of 50),2002,50,Technic
970614-1,6-Stud Axles (Pack of 50),2002,50,Technic
970615-1,8-Stud Axles (Pack of 50),2002,50,Technic
970616-1,10-Stud Axles (Pack of 50),2002,50,Technic
970617-1,12-Stud Axles (Pack of 50),2002,50,Technic
970618-1,Axle Extenders (Pack of 50)  {Axle Joiners},2002,50,Technic
970619-1,Catches {Technic Pole Reverser Handles},2002,50,Technic
970620-1,8 Tooth Gears (Pack of 100) 'Spur' Gears,2002,100,Technic
970621-1,12 Tooth Bevel Gears (Pack of 50),2002,50,Technic
970622-1,16 Tooth Gears (Pack of 50),2002,50,Technic
970623-1,20 Tooth Double Bevel Gears (Pack of 25),2002,25,Technic
970624-1,24-Tooth Crown Gears,2003,50,Technic
970625-1,24 Tooth Gears (Pack of 50),2002,50,Technic
970626-1,Technic Clutches,2003,10,Technic
970627-1,40 Tooth Gears (Pack of 25),2002,25,Technic
970628-1,Cross Blocks (Pack of 50),2002,50,Technic
970629-1,Catches with Cross Holes (Pack of 50),2002,50,Technic
970630-1,Pulleys (For micromotor pack of 10),2002,10,Technic
970631-1,Bricks with Cross (axle) Holes (Pack of 50),2002,50,Technic
970632-1,1 x 2 Beams,2002,50,Technic
970633-1,1 x 4 Beams,2002,30,Technic
970634-1,1 x 6 Beams,2002,30,Technic
970635-1,1 x 8 Beams,2002,20,Technic
970636-1,1 x 10 Beams,2002,20,Technic
970637-1,1 x 12 Beams,2002,10,Technic
970638-1,1 x 16 Beams,2002,10,Technic
970640-1,Tacho Wheels (Pack of 20),2002,20,Technic
970641-1,Gear Casings (Pack of 10 contained 20 prior to 2005 Dacta catalog),2002,10,Technic
970643-1,Bobbins {Technic Reels},2002,25,Technic
970645-1,Chain Links,2003,100,Technic
970646-1,Gear Blocks (Pack of 5),2002,5,Technic
970654-1,9-Volt Connecting Leads (One each of 128mm 256 mm 1280 mm),2002,3,Technic
970658-1,Air Storage Tanks,2002,2,Technic
970659-1,Pneumatic Parts,2002,5,Technic
970660-1,O-Ring and Pulley Wheels,2002,50,Technic
970662-1,Steering Wheels (Pack of 25),2002,25,Technic
970663-1,Pneumatic Switch (Pack of 5),2002,5,Technic
970665-1,Universal Joints (Pack of 10),2002,10,Technic
9776-1,Pneumatic Circuit,1999,4,Technic
9820-1,Geared Turntable,1989,64,Technic
9822-1,Beams (Red),1994,68,Technic
9823-1,Beams (Blue),1994,68,Technic
9824-1,Beams (Yellow),1994,68,Technic
9825-1,Pneumatic Elements,1994,3,Technic
9826-1,Pneumatic Tubing,1994,1,Technic
9831-1,Battery Box with Switch - 9v,1995,1,Technic
9849-1,9V Micromotor,1995,4,Technic
9851-1,Assortment of Connectors,1992,453,Technic
9852-1,Chain Link Pack,1992,229,Technic
9853-1,Assortment of Gears,1992,122,Technic
9854-1,Worm Gear Pack,1992,22,Technic
9855-1,Assortment of Tires/Wheels,1992,56,Technic
9856-1,Assortment of Cross Axles,1992,124,Technic
9858-1,Assortment of Beams,1992,126,Technic
9859-1,Technic Motor 4.5 Volt,1992,1,Technic
9860-1,Battery Box (4.5 Volt),1992,1,Technic
9861-1,Connecting Leads,1992,8,Technic
9862-1,Random Special Pieces,1992,96,Technic
9863-1,Weighted Brick Pack,1992,4,Technic
9867-1,Touch Sensor,1992,1,Technic
9868-1,Plugholders and Leads,1992,42,Technic
9870-1,Pneumatic Rubber Bands and Pneumatic Tubing,1992,144,Technic
9871-1,Beams (Yellow),1992,76,Technic
9872-1,"Pneumatic Pump, Cylinder, Valves, Tubing",1992,10,Technic
9883-1,Motor - 9v,1995,1,Technic
9885-1,Sound Element - 9v,1995,1,Technic
9898-1,9-Volt Long Connecting Leads,1996,2,Technic
9899-1,Hubs and Tires,1999,20,Technic
9900-1,Small Gear Wheels,1999,21,Technic
991327-1,12-Tooth Black Double Conical Wheels (Pack of 25),2007,25,Technic
991328-1,36-Tooth Double Conical Wheels (Pack of 25),2007,25,Technic
991329-1,7-Stud Axles (Pack of 50),2007,50,Technic
991330-1,New Turntables (Pack of 2),2007,2,Technic
991332-1,Technic Triangle (Pack of 25),2007,25,Technic
991333-1,Cam Wheel (Pack of 25),2007,25,Technic
991336-1,2-Stud Axles with Grooves (Pack of 100),2007,100,Technic
991337-1,Connector Peg with Axle (Pack of 100),2007,100,Technic
991369-1,Tracks and Sprockets Pack,2008,110,Technic
991402-1,Studless Technic Beams,2008,35,Technic
991403-1,Technic Angle Beams,2008,30,Technic
991404-1,Technic Beams with Snaps,2008,30,Technic
991405-1,Technic Crossblocks,2008,30,Technic
991426-1,Black Plates - Large Package,2009,165,Technic
991451-1,Tracks,2009,120,Technic
991452-1,Sprockets,2009,22,Technic
991751-1,MINDSTORMS Energy Parts Pack,2012,46,Technic
9918-1,Gear Block Yellow,1999,1,Technic
9927-1,Beams (Red),1999,44,Technic
9928-1,Beams (Blue),1999,44,Technic
9937-1,"Chain Links, Small",1998,108,Technic
9938-1,Conveyor Belt Links,1999,36,Technic
9939-1,Assorted Pulleys,1999,14,Technic
9941-1,Cams & Linkages,1998,18,Technic
9942-1,Connectors & Bushings,1998,160,Technic
9943-1,Axles and Extenders,1998,54,Technic
9945-1,Differentials,1998,14,Technic
9960-1,"Crane Hook, Cam, Propellor",1994,13,Technic
9961-1,White Belts,1994,16,Technic
9963-1,Axle Extenders and Bushings,1995,88,Technic
9964-1,Connector Pegs,1994,64,Technic
9965-1,Gears 8- and 10-Tooth,1994,18,Technic
9966-1,Large Gear Wheels,1994,16,Technic
9967-1,Differential and Bevel Gears,1994,18,Technic
9968-1,Pulley Wheels,1994,22,Technic
9969-1,Tires and Spoked Hubs,1994,24,Technic
9970-1,Axles - Short,1994,36,Technic
9971-1,Axles - Long,1994,24,Technic
45003-1,Soft Starter Set,2013,84,Soft Bricks
9020-1,Soft Starter Set,1998,84,Soft Bricks
9021-1,Medium Set of Soft Bricks,1999,52,Soft Bricks
9022-1,Extra Soft Bricks,1999,32,Soft Bricks
9023-1,Soft Brick Activity Set,2000,14,Soft Bricks
9024-1,Soft Imagination Set,2004,48,Soft Bricks
9320-1,Voyage into Space,2003,637,Space
9355-1,Space Set,1990,559,Space
1077-1,Supplementary Set,1976,172,Supplemental
2000457-1,SPIKE Prime Elements Set,2020,374,Supplemental
45495-1,Small Sorting Top Trays,2023,12,Supplemental
45496-1,Medium Storage Bin (Yellow),2023,16,Supplemental
45497-1,Small Storage,2017,0,Supplemental
45498-1,Medium Storage Bin (Black),2017,16,Supplemental
45499-1,Sorting Top Tray,2017,12,Supplemental
9001-2,Medium Storage Bin (Blue),2007,2,Supplemental
9241-1,Wheels Set,2007,360,Supplemental
9243-1,Doors Windows and Roof Tiles,2002,270,Supplemental
9256-1,"Faces, Fences, Wheels and Windows",1991,110,Supplemental
9257-1,Pullback Motor,1992,12,Supplemental
9265-1,Roof Tiles,1998,250,Supplemental
9269-1,Wheels,1998,360,Supplemental
9274-1,Doors and Windows,1998,260,Supplemental
9279-2,Small Lego System Baseplates,2008,9,Supplemental
9286-1,Large Building Plates,1998,4,Supplemental
9286-2,Large Building Plates,2004,4,Supplemental
9384-1,Bricks,2010,884,Supplemental
9386-1,Doors Windows & Roof Tiles,2010,278,Supplemental
9387-1,Wheels Set,2011,286,Supplemental
9388-1,Small Building Plates,2012,22,Supplemental
9641-1,Pneumatics Add-on Set for Machines & Mechanisms,2008,31,Supplemental
9840-1,Storage Solution (6-Pack),2006,12,Supplemental
991268-1,Special Elements Pack,2009,674,Supplemental
991319-1,Medium Storage Bin (Gray),2008,2,Supplemental
9919-1,X-Large Storage Bin - 3 Pack,1997,6,Supplemental
9920-1,X-Large Storage Bin (Yellow),1990,2,Supplemental
9921-1,Large Storage Bin,1995,2,Supplemental
2000443-1,Workshop Kit Freewheeler,2015,91,Technic
45601-1,Large Hub,2020,2,Technic
45602-1,Large Angular Motor,2020,1,Technic
45603-1,Medium Angular Motor,2020,1,Technic
45604-1,Distance Sensor,2020,1,Technic
45605-1,Color Sensor,2020,1,Technic
45606-1,Force Sensor,2020,1,Technic
45607-1,Small Angular Motor,2021,1,Technic
45608-1,3×3 Color Light Matrix,2021,1,Technic
45609-1,Small Hub,2021,2,Technic
45610-1,Large Hub Battery,2020,1,Technic
45611-1,Micro USB Connector Cable,2020,1,Technic
45612-1,Small Hub Battery,2021,1,Technic
5003466-1,Simple Machines with Teacher's Guide,2014,1,Technic
5003476-1,Homeschool Simple and Motorized Mechanisms Renewable Energy Bundle,2014,2,Technic
5003477-1,Homeschool Simple and Motorized Mechanisms Pneumatics Bundle,2016,2,Technic
9380-1,Lego Technic Racers,1998,0,Technic
951-2,Lego TC logo Starter Pack,1988,13,Technic
9604-1,Technic and Pneumatic Elements,1992,128,Technic
9607-1,Technology Activity Set,1994,318,Technic
9608-1,Teacher's Guide for Technology Group Activity Set,1994,16,Technic
9610-1,Gear Set,1993,76,Technic
9612-1,Lever Set,1993,65,Technic
9614-1,Pulley Set,1995,78,Technic
9616-1,Wheels and Axles Mini Set,1995,83,Technic
9617-1,Pneumatics I: Introduction to Air Power Set,1997,98,Technic
9618-1,Structures Set,1997,443,Technic
9630-1,Simple Mechanisms Set,1997,219,Technic
9631-1,Simple and Motorized Machines Activity Pack,1997,24,Technic
9632-1,Science & Technology Base Set,2006,357,Technic
9640-1,Gears Classroom Pack,1994,0,Technic
9642-1,Levers Classroom Pack,1994,0,Technic
9644-1,Pulley Classroom Pack,1994,0,Technic
9645-1,Motorized Simple Machines Set,1997,0,Technic
9646-1,Wheel and Axle Classroom Pack,1994,0,Technic
9649-1,Technology Resource Set,2003,1154,Technic
9660-2,Motorized Mechanisms Set,2008,0,Technic
9700-1,Technic Control Center,1987,472,Technic
991526-1,Homeschool Introduction to Simple and Motorized Mechanisms Pack,2009,1,Technic
9975-1,Simple Machines,1987,122,Technic
9702-2,Elevator Kit,2002,160,Control Lab
9705-1,Control Lab Software - DOS/Windows,1997,2,Control Lab
9751-1,Control Lab Serial Interface & Adapter,1995,2,Control Lab
9888-1,Touch Sensor,2002,1,Control Lab
9889-1,Temperature Sensor,1995,1,Control Lab
9890-1,Light Sensor,1995,1,Control Lab
9891-1,Angle Sensor,1995,1,Control Lab
9680-1,"Energy Work, Power Starter Set",1999,792,eLAB
9681-1,eLAB Renewable Energy Set,1999,713,eLAB
9916-1,Electrical Capacitor,1999,1,eLAB
1031-1,Building Cards - 1030,1983,20,Supplemental
1033-1,Building Cards - 1032,1985,20,Supplemental
1034-1,Teachers Resource Set,1985,1534,Supplemental
5003408-1,Homeschool Pneumatics Extension Pack,2008,1,Supplemental
5003424-1,Homeschool Renewable Energy Extension Pack,2014,1,Supplemental
5004059-1,Energy Parts Pack,2014,46,Supplemental
9603-1,TECHNIC I Activity Centre Cards,1990,119,Supplemental
9605-1,4.5V Technic Resource Set,1990,1534,Supplemental
9628-1,Mechanisms Power Add-On Set,2008,3,Supplemental
9667-1,Solar Panel,2010,1,Supplemental
9668-1,Energy Display,2010,1,Supplemental
9669-1,Electric Battery Box 9V 150 mAh (Rechargeable),2010,1,Supplemental
9670-1,E-Motor with Gear Reduction Ratio 9.5 : 1,2010,1,Supplemental
9688-1,Renewable Energy Add-On Set,2010,12,Supplemental
9750-1,LEGO Interface,1986,4,Supplemental
9752-1,Technic Control Center II,1996,15,Supplemental
9753-1,Technic Control Center,1993,15,Supplemental
9767-1,Interface Card/Cable for Apple IIe and IIGS,1989,1,Supplemental
9771-1,Interface Card and Cable for TC Logo - IBM compatible,1989,3,Supplemental
9847-1,Activity Booklets for Non-Motorized Simple Machines,1997,18,Supplemental
9874-1,Building Cards - 1090,1992,5,Supplemental
9875-1,Building Cards - 1092,1992,4,Supplemental
9876-1,Large Turntables,1992,2,Supplemental
9949-1,Special Elements for Structures Set,1997,17,Supplemental
1053-1,Community Buildings,1984,899,Town
1060-1,Road Plates and Signs,1981,30,Town
1062-1,Town Vehicles,1980,179,Town
1063-1,Community Workers,1985,169,Town
1064-1,Dacta Buildings,1981,419,Town
1066-1,36 Little People + Accessories,1982,174,Town
5003470-1,Exploring Transportation Center Pack,2014,0,Town
9247-1,Community Workers,2005,246,Town
9247-2,Community Workers,2006,246,Town
9293-1,Community Workers,1996,220,Town
9301-1,Road Signs,1999,172,Town
9311-1,City Buildings Set,2010,848,Town
9314-1,Rescue Service Set,2010,1494,Town
9321-1,Transportation Set,2006,1226,Town
9322-1,Town Developers Set,2007,1875,Town
9324-1,Micro Building Set,2007,1657,Town
9333-1,Vehicles,2010,935,Town
9335-1,Space & Airport Set,2010,1183,Town
9337-1,Harbor Set,2011,907,Town
9348-1,Community Minifigures,2011,268,Town
9353-1,Theme Set,1991,942,Town
9354-1,Town Street Theme,1991,535,Town
9356-1,Town Environment,1986,641,Town
9360-1,Roadplates and Scenery,1986,85,Town
9361-1,People,1991,176,Town
9362-1,Road Plates,1991,8,Town
9364-1,Hospital,1993,589,Town
9365-1,Community Vehicles,1993,742,Town
9369-1,Community Vehicles,1998,0,Town
9370-1,Road Plates,1998,10,Town
9371-1,Town Vehicles,1999,353,Town
9373-1,Road Plates,2003,0,Town
K1062-1,Road Safety Kit,1981,138,Town
1050-1,Basic Pack,1986,381,Universal Building Set
1055-1,Mini Basic Pack,1983,150,Universal Building Set
1056-1,Basic School Pack - 773 elements with teacher's manual,1985,785,Universal Building Set
1065-1,House Accessories - 182 elements,1985,196,Universal Building Set
1083-1,Supplementary Pack,1986,106,Universal Building Set
1089-1,Basic Figures,1985,24,Universal Building Set
9248-1,Bonus Lego Basic Town,1998,0,Universal Building Set
9249-1,BASIC Airport,1988,0,Universal Building Set
9250-1,Basic Zoo,1998,0,Universal Building Set
9255-1,Basic Set,1992,185,Universal Building Set
